CustomerID,Total_Revenue,Total_Quantity,Unique_Orders,Country,Revenue_Rank
15251,10484.99,6171,11,United Kingdom,99
14062,10464.85,5593,12,United Kingdom,100
15615,10399.74,5508,23,United Kingdom,101
15502,10384.93,4236,12,United Kingdom,102
16180,10254.18,5867,8,United Kingdom,103
16843,10196.57,10159,16,United Kingdom,104
12590,9864.26,4283,2,Germany,105
13001,9818.82,5505,13,United Kingdom,106
13199,9817.12,6176,38,United Kingdom,107
15078,9743.11,5105,32,United Kingdom,108
12709,9736.52,3936,15,Germany,109
13458,9646.57,5508,14,United Kingdom,110
14733,9585.91,3764,12,United Kingdom,111
16523,9418.470000000001,4265,21,United Kingdom,112
12567,9401.28,4305,10,France,113
14367,9261.52,4438,16,United Kingdom,114
14667,9241.2,5385,25,United Kingdom,115
18092,9068.26,4252,11,United Kingdom,116
13969,9053.94,4542,18,United Kingdom,117
12451,9035.52,6575,5,Switzerland,118
13488,8968.31,4518,13,United Kingdom,119
13090,8910.82,2263,14,United Kingdom,120
16033,8816.4,3539,20,United Kingdom,121
17017,8694.26,6673,20,United Kingdom,122
17243,8676.85,3370,26,United Kingdom,123
17306,8631.31,11491,19,United Kingdom,124
16656,8625.8,8894,15,United Kingdom,125
14527,8508.82,2089,55,United Kingdom,126
12683,8476.57,4987,15,France,127
18139,8438.34,5557,6,United Kingdom,128
15358,8347.2,7050,22,United Kingdom,129
16558,8338.49,5377,20,United Kingdom,130
14056,8214.65,4273,23,United Kingdom,131
14936,8137.02,4085,8,Channel Islands,132
16672,8134.9400000000005,2832,20,United Kingdom,133
13854,8109.5199999999995,2296,25,United Kingdom,134
14952,8099.49,3355,11,United Kingdom,135
18109,8052.97,4237,26,United Kingdom,136
14796,8022.49,6025,17,United Kingdom,137
12428,7956.46,3536,9,Finland,138
15290,7943.22,4501,18,United Kingdom,139
14849,7930.54,5694,25,United Kingdom,140
12757,7857.1,2402,13,Portugal,141
17811,7837.7300000000005,4177,39,United Kingdom,142
13093,7832.47,3961,8,United Kingdom,143
12435,7829.89,2055,2,Denmark,144
13629,7792.36,4372,11,United Kingdom,145
15044,7700.2300000000005,2795,17,United Kingdom,146
15194,7616.53,5703,15,United Kingdom,147
18172,7561.68,3184,20,United Kingdom,148
13263,7454.07,4780,35,United Kingdom,149
12474,7375.79,4847,18,Germany,150
12980,7374.900000000001,886,9,United Kingdom,151
15465,7354.62,1257,18,United Kingdom,152
17396,7330.8,2005,8,United Kingdom,153
12583,7281.38,5060,15,France,154
13018,7277.7,5435,28,United Kingdom,155
18229,7276.900000000001,2488,20,United Kingdom,156
16923,7247.61,3417,19,United Kingdom,157
16729,7239.92,5783,21,United Kingdom,158
16745,7194.3,6735,17,United Kingdom,159
16873,7123.62,3840,6,United Kingdom,160
13324,7121.95,5205,10,United Kingdom,161
13985,7060.13,3445,15,United Kingdom,162
14961,7044.68,3708,9,United Kingdom,163
12766,6989.63,3646,7,Portugal,164
12798,6977.04,5256,3,Japan,165
12989,6924.110000000001,2943,15,United Kingdom,166
16713,6923.13,4276,15,United Kingdom,167
13027,6912.0,17280,6,United Kingdom,168
16187,6911.4400000000005,5048,15,United Kingdom,169
17416,6893.42,4302,7,United Kingdom,170
12705,6868.29,3997,9,Germany,171
12476,6816.42,2408,11,Germany,172
12830,6814.64,9848,6,United Kingdom,173
15023,6802.76,2871,11,United Kingdom,174
18055,6784.1900000000005,2455,10,United Kingdom,175
15601,6776.56,4983,14,United Kingdom,176
16652,6773.97,3283,7,United Kingdom,177
16532,6748.8,2016,3,United Kingdom,178
13576,6717.34,2646,18,United Kingdom,179
16746,6697.66,4665,18,United Kingdom,180
15249,6688.46,3577,13,United Kingdom,181
16353,6675.71,2006,23,United Kingdom,182
17338,6643.93,3128,8,United Kingdom,183
12626,6620.48,3453,9,Germany,184
16182,6617.65,3791,4,United Kingdom,185
15144,6580.44,3050,17,United Kingdom,186
12472,6572.11,4148,7,Germany,187
16814,6509.1,2769,21,United Kingdom,188
12431,6487.45,2906,15,Australia,189
18223,6484.54,2948,14,United Kingdom,190
15694,6479.4,1677,14,United Kingdom,191
13225,6463.84,3416,7,United Kingdom,192
13102,6424.09,4204,24,United Kingdom,193
13871,6403.25,2806,13,United Kingdom,194
12359,6372.58,1622,4,Cyprus,195
13668,6363.59,3742,21,United Kingdom,196
13709,6328.05,3516,13,United Kingdom,197
15005,6316.57,4247,28,United Kingdom,198
17315,6292.26,3888,38,United Kingdom,199
16126,6287.77,2125,4,United Kingdom,200
14057,6217.96,4876,17,United Kingdom,201
12357,6207.67,2708,1,Switzerland,202
14060,6140.42,5386,19,United Kingdom,203
13418,6127.43,3918,18,United Kingdom,204
17509,6115.14,3534,8,United Kingdom,205
15939,6115.01,4728,15,United Kingdom,206
14735,6065.69,2264,32,United Kingdom,207
12637,6021.9,3002,8,France,208
13097,6010.42,2363,10,United Kingdom,209
13316,5977.7300000000005,6948,4,United Kingdom,210
14101,5976.79,6942,6,United Kingdom,211
15382,5955.71,4012,6,United Kingdom,212
14505,5905.64,2759,8,United Kingdom,213
14415,5900.28,3011,13,United Kingdom,214
14944,5900.25,2815,12,United Kingdom,215
13209,5891.61,4253,8,United Kingdom,216
13534,5870.08,2961,25,United Kingdom,217
13050,5836.86,3748,17,United Kingdom,218
12720,5781.73,4672,25,Germany,219
15218,5756.89,3329,11,United Kingdom,220
17686,5739.46,2478,7,United Kingdom,221
13178,5725.47,3570,11,United Kingdom,222
16553,5719.82,4600,12,United Kingdom,223
13468,5704.97,2589,37,United Kingdom,224
14110,5683.15,2445,12,United Kingdom,225
14049,5681.72,3870,4,United Kingdom,226
17049,5659.9800000000005,2676,9,United Kingdom,227
17716,5655.99,3072,11,United Kingdom,228
13004,5655.91,4822,18,United Kingdom,229
18118,5653.82,2882,26,United Kingdom,230
14688,5630.87,3621,21,United Kingdom,231
17757,5605.29,3320,30,United Kingdom,232
12481,5596.32,3304,10,Germany,233
12839,5591.42,3807,14,United Kingdom,234
16767,5580.6,4435,11,United Kingdom,235
16161,5575.56,2599,19,United Kingdom,236
12539,5568.35,2067,4,Spain,237
15805,5528.4800000000005,3387,17,United Kingdom,238
18225,5509.12,3244,12,United Kingdom,239
16609,5493.46,2420,7,United Kingdom,240
16985,5464.12,1832,10,United Kingdom,241
16265,5447.0,2646,9,United Kingdom,242
18198,5425.56,4074,17,United Kingdom,243
12490,5417.93,3064,10,France,244
17809,5411.91,2057,12,United Kingdom,245
16701,5398.3,6393,13,United Kingdom,246
17719,5396.04,2466,15,United Kingdom,247
17850,5391.21,1733,34,United Kingdom,248
16303,5360.63,2659,3,United Kingdom,249
13269,5346.2300000000005,3514,15,United Kingdom,250
15150,5314.47,3658,10,United Kingdom,251
17730,5298.4800000000005,3576,13,United Kingdom,252
17061,5232.2300000000005,1526,11,United Kingdom,253
18226,5228.05,3466,11,United Kingdom,254
12362,5226.23,2229,10,Belgium,255
15046,5213.7699999999995,3451,15,United Kingdom,256
16258,5203.51,2994,5,United Kingdom,257
13756,5189.52,3188,14,United Kingdom,258
16191,5180.52,3351,13,United Kingdom,259
15727,5178.96,3065,7,United Kingdom,260
17858,5155.66,2706,12,United Kingdom,261
13599,5153.67,3294,21,United Kingdom,262
15903,5126.76,2410,7,United Kingdom,263
13941,5112.96,2364,5,United Kingdom,264
17602,5102.97,4151,6,United Kingdom,265
16700,5076.55,4024,13,United Kingdom,266
14562,5074.77,1834,18,United Kingdom,267
15301,5070.35,2775,12,United Kingdom,268
13139,5064.94,2425,7,United Kingdom,269
12432,5059.32,1801,5,Norway,270
15719,5045.61,2725,13,United Kingdom,271
17426,5037.26,3094,6,United Kingdom,272
14329,5014.84,3095,7,United Kingdom,273
14755,5010.28,2219,11,United Kingdom,274
12444,5005.46,1153,5,Norway,275
15032,4959.1,2968,3,United Kingdom,276
15547,4954.84,4032,14,United Kingdom,277
12437,4951.41,2922,18,France,278
12700,4939.99,2967,4,France,279
15786,4932.2,3364,3,United Kingdom,280
14709,4921.04,2484,13,United Kingdom,281
17133,4892.240000000001,2730,7,United Kingdom,282
12664,4881.88,1203,9,Finland,283
12688,4873.8099999999995,3028,1,Israel,284
14292,4871.93,1663,9,United Kingdom,285
17652,4867.72,2509,12,United Kingdom,286
15738,4812.42,2982,16,United Kingdom,287
13013,4810.9400000000005,2224,13,United Kingdom,288
15555,4805.17,4439,16,United Kingdom,289
17365,4801.56,4777,8,United Kingdom,290
15298,4799.9,3116,12,United Kingdom,291
15187,4777.18,1887,16,United Kingdom,292
17690,4757.95,1773,15,United Kingdom,293
12955,4757.16,3664,11,United Kingdom,294
14180,4748.52,719,25,United Kingdom,295
15152,4745.69,2704,13,United Kingdom,296
16722,4730.81,5001,13,United Kingdom,297
12714,4708.86,3069,5,France,298
14159,4693.01,4408,11,United Kingdom,299
14135,4690.31,3850,15,United Kingdom,300
14191,4684.76,3662,13,United Kingdom,301
15291,4668.3,2103,15,United Kingdom,302
14189,4654.08,3937,15,United Kingdom,303
14390,4652.82,2136,9,United Kingdom,304
14286,4628.75,4338,3,United Kingdom,305
16931,4604.22,3158,21,United Kingdom,306
13802,4599.42,2572,3,United Kingdom,307
15093,4597.02,3760,6,United Kingdom,308
14004,4582.64,2668,7,United Kingdom,309
17613,4559.150000000001,2496,14,United Kingdom,310
17068,4552.14,2164,21,United Kingdom,311
12484,4541.72,2191,6,Spain,312
13267,4521.49,1969,19,United Kingdom,313
15299,4507.01,2948,7,United Kingdom,314
17975,4488.81,1568,13,United Kingdom,315
12524,4485.72,3699,8,Germany,316
14426,4481.67,2699,10,United Kingdom,317
16984,4481.35,2423,2,United Kingdom,318
17364,4481.18,2701,11,United Kingdom,319
12627,4478.53,2752,7,Germany,320
14085,4448.54,3184,18,United Kingdom,321
14534,4447.05,2047,18,United Kingdom,322
13069,4436.12,5885,24,United Kingdom,323
15955,4416.26,2135,14,United Kingdom,324
16626,4413.1,2690,17,United Kingdom,325
15874,4405.88,2534,7,United Kingdom,326
12712,4396.13,1062,13,Germany,327
13505,4393.63,2486,4,Switzerland,328
12752,4366.78,2262,1,Norway,329
16945,4345.5,2725,19,United Kingdom,330
14016,4341.21,2125,4,EIRE,331
14800,4339.74,3655,12,United Kingdom,332
14525,4332.2,2696,9,United Kingdom,333
17567,4331.48,2632,8,United Kingdom,334
18251,4314.72,7824,1,United Kingdom,335
12347,4310.0,2458,7,Iceland,336
15034,4308.61,2422,8,United Kingdom,337
17937,4301.22,1754,7,United Kingdom,338
14422,4263.64,2906,6,United Kingdom,339
12500,4257.82,2678,11,Germany,340
17419,4226.57,1876,12,United Kingdom,341
14277,4216.2,1984,3,France,342
15804,4206.39,2565,13,United Kingdom,343
17920,4204.1,2516,17,United Kingdom,344
15971,4199.85,1717,12,United Kingdom,345
12747,4196.01,1275,11,United Kingdom,346
14146,4191.0,2437,5,United Kingdom,347
18041,4183.39,3819,21,United Kingdom,348
12949,4167.22,2381,8,United Kingdom,349
15570,4165.52,2067,12,United Kingdom,350
16549,4154.64,2365,10,United Kingdom,351
13384,4151.93,2422,7,United Kingdom,352
13555,4149.28,2660,4,United Kingdom,353
13988,4147.96,3044,6,United Kingdom,354
15514,4139.46,2160,11,United Kingdom,355
12569,4124.69,1801,32,Germany,356
16592,4113.68,2927,16,United Kingdom,357
17940,4106.4400000000005,9755,10,United Kingdom,358
17377,4100.92,2076,20,United Kingdom,359
16401,4098.32,3882,12,United Kingdom,360
16670,4095.9,2556,11,United Kingdom,361
12749,4090.88,1471,5,United Kingdom,362
14092,4076.91,2066,14,United Kingdom,363
12449,4067.29,1553,4,Belgium,364
18087,4055.7199999999993,3907,2,United Kingdom,365
14401,4051.48,4507,13,United Kingdom,366
12656,4051.17,1723,5,France,367
12867,4036.82,4298,7,United Kingdom,368
13815,4027.36,2560,4,Germany,369
12841,4022.35,2757,25,United Kingdom,370
12957,4017.54,2549,8,United Kingdom,371
12378,4008.62,2529,1,Switzerland,372
14547,4007.54,2668,8,United Kingdom,373
16186,4006.94,3020,12,United Kingdom,374
17769,3997.98,1862,10,United Kingdom,375
15529,3995.23,3496,11,United Kingdom,376
17001,3989.57,2164,11,United Kingdom,377
15416,3984.32,2090,4,United Kingdom,378
17611,3984.22,2560,15,United Kingdom,379
12779,3981.36,2024,8,Poland,380
12727,3980.7,2098,7,France,381
14299,3965.62,2149,9,United Kingdom,382
13523,3964.88,1752,5,United Kingdom,383
13183,3957.78,2208,9,United Kingdom,384
17651,3945.0,3112,10,United Kingdom,385
12473,3938.5499999999997,2439,5,Germany,386
17593,3927.34,3101,5,United Kingdom,387
14739,3902.28,3820,7,United Kingdom,388
13999,3901.81,2243,12,United Kingdom,389
14291,3883.25,2749,11,United Kingdom,390
18073,3877.5200000000004,3108,12,United Kingdom,391
13124,3866.33,2147,3,United Kingdom,392
15195,3861.0,1404,1,United Kingdom,393
16717,3858.38,1866,6,United Kingdom,394
12662,3849.78,2058,11,Germany,395
16327,3844.22,2571,6,United Kingdom,396
13266,3834.2599999999998,4428,12,United Kingdom,397
17091,3827.76,1746,9,United Kingdom,398
15867,3812.64,2054,15,United Kingdom,399
12755,3811.95,1491,2,Japan,400
12597,3811.22,2236,4,Spain,401
13435,3809.8900000000003,2129,7,United Kingdom,402
12668,3807.15,1634,4,Germany,403
16145,3799.4900000000002,3123,11,United Kingdom,404
16655,3794.52,2367,6,United Kingdom,405
16168,3787.6,1892,27,United Kingdom,406
16019,3786.2400000000002,1733,9,United Kingdom,407
12562,3781.7400000000002,1779,7,France,408
17173,3766.6,1122,8,United Kingdom,409
16904,3754.27,2034,16,United Kingdom,410
12429,3750.4,1557,4,Denmark,411
17238,3744.65,1822,17,United Kingdom,412
14145,3742.2,756,4,United Kingdom,413
13552,3740.07,1417,12,United Kingdom,414
16570,3738.4,2112,10,United Kingdom,415
15808,3734.9700000000003,1343,4,United Kingdom,416
14282,3729.34,2668,15,United Kingdom,417
12502,3723.87,820,5,Spain,418
12647,3722.82,1431,12,Germany,419
13680,3722.42,1936,4,United Kingdom,420
16240,3718.8,1641,2,United Kingdom,421
14364,3717.35,1967,8,United Kingdom,422
15845,3711.77,1926,8,United Kingdom,423
15622,3709.56,1674,9,United Kingdom,424
13148,3707.12,1975,12,United Kingdom,425
17819,3704.87,1031,7,United Kingdom,426
15379,3703.29,2305,7,United Kingdom,427
12553,3692.28,1965,10,France,428
16253,3683.86,3233,2,United Kingdom,429
15581,3679.9700000000003,286,13,United Kingdom,430
15296,3672.86,1766,6,United Kingdom,431
18079,3651.97,7432,4,United Kingdom,432
13137,3650.41,2226,8,United Kingdom,433
12417,3649.1,1552,9,Belgium,434
16712,3645.43,1749,11,United Kingdom,435
13426,3641.32,2245,10,United Kingdom,436
12619,3641.24,3378,9,Germany,437
16440,3640.67,2018,5,United Kingdom,438
13381,3639.31,2029,6,United Kingdom,439
17230,3638.41,1651,8,United Kingdom,440
14543,3630.33,679,16,United Kingdom,441
17528,3628.5,2138,8,United Kingdom,442
13327,3627.77,1600,8,United Kingdom,443
13520,3624.35,1649,6,Switzerland,444
17576,3622.68,1994,19,United Kingdom,445
14040,3614.92,1554,12,United Kingdom,446
13082,3613.63,4324,9,United Kingdom,447
15505,3610.96,2390,5,United Kingdom,448
15113,3609.33,2386,3,United Kingdom,449
16242,3603.21,1982,7,United Kingdom,450
15484,3594.31,3152,4,United Kingdom,451
14132,3586.0299999999997,3368,11,United Kingdom,452
17203,3563.85,2850,6,United Kingdom,453
17491,3558.87,2013,10,United Kingdom,454
15544,3546.71,3109,9,United Kingdom,455
12370,3545.69,2353,4,Cyprus,456
14503,3543.26,2004,6,United Kingdom,457
13448,3539.37,1660,6,United Kingdom,458
13334,3536.82,1774,3,United Kingdom,459
12454,3528.34,1006,1,Spain,460
17160,3518.03,2856,6,United Kingdom,461
13953,3515.68,2724,7,United Kingdom,462
16360,3512.53,2144,6,United Kingdom,463
14395,3507.71,1693,9,United Kingdom,464
16131,3506.54,1802,6,United Kingdom,465
14907,3501.1,1691,7,United Kingdom,466
16458,3482.7400000000002,2154,18,United Kingdom,467
13993,3466.36,900,9,United Kingdom,468
13014,3466.2799999999997,905,10,United Kingdom,469
17758,3456.7000000000003,2091,8,United Kingdom,470
15410,3450.84,1200,8,United Kingdom,471
13536,3448.29,2136,7,United Kingdom,472
15129,3447.4,1794,11,United Kingdom,473
15974,3442.15,2262,7,United Kingdom,474
17725,3439.08,2162,11,United Kingdom,475
15676,3435.76,2252,3,United Kingdom,476
14221,3432.8,2191,9,United Kingdom,477
12406,3415.3,1818,2,Denmark,478
15981,3408.48,1866,8,United Kingdom,479
13437,3408.06,1283,7,United Kingdom,480
17669,3406.7200000000003,1916,7,United Kingdom,481
13198,3401.2400000000002,2648,6,United Kingdom,482
15228,3386.71,2255,4,United Kingdom,483
13842,3385.62,1768,9,United Kingdom,484
15708,3364.2400000000002,1267,7,United Kingdom,485
16011,3362.71,2042,16,United Kingdom,486
14227,3350.96,1820,10,United Kingdom,487
16818,3349.57,2164,11,United Kingdom,488
16607,3347.71,2859,14,United Kingdom,489
17183,3347.31,1296,6,United Kingdom,490
13015,3346.28,1617,5,United Kingdom,491
12643,3344.64,1808,6,France,492
12613,3344.38,1644,5,Germany,493
12594,3338.2200000000003,1777,10,Italy,494
16556,3313.79,1890,7,United Kingdom,495
13373,3312.25,1651,3,United Kingdom,496
14841,3295.76,1778,6,United Kingdom,497
14702,3292.14,1454,17,United Kingdom,498
15632,3285.31,2109,8,United Kingdom,499
12480,3281.63,1707,4,Germany,500
15764,3279.97,2050,6,United Kingdom,501
17723,3276.4000000000005,792,6,United Kingdom,502
13952,3251.071,1431,2,United Kingdom,503
13047,3237.54,1391,10,United Kingdom,504
15443,3236.91,1663,7,United Kingdom,505
17050,3228.84,1614,6,United Kingdom,506
14175,3222.3,1515,3,United Kingdom,507
13880,3219.77,1842,13,United Kingdom,508
13268,3214.69,3658,11,United Kingdom,509
14388,3212.84,1941,8,United Kingdom,510
16107,3204.1600000000003,1176,7,United Kingdom,511
17220,3198.25,1905,14,United Kingdom,512
13868,3192.54,1964,2,United Kingdom,513
17685,3191.53,1956,7,United Kingdom,514
13758,3190.55,1844,7,United Kingdom,515
14844,3189.81,1833,4,United Kingdom,516
12456,3181.04,1633,3,Switzerland,517
17672,3178.17,1690,2,United Kingdom,518
17231,3174.32,1742,10,United Kingdom,519
16837,3170.98,1563,11,United Kingdom,520
16041,3166.4,1584,3,United Kingdom,521
15861,3165.36,2544,8,United Kingdom,522
17863,3160.0,2638,6,United Kingdom,523
15065,3158.13,1383,4,United Kingdom,524
14235,3144.86,1959,5,United Kingdom,525
13742,3131.02,1124,12,United Kingdom,526
16156,3122.04,1308,9,United Kingdom,527
13685,3119.44,5056,7,United Kingdom,528
16326,3110.96,709,14,United Kingdom,529
16678,3109.99,2397,12,United Kingdom,530
13869,3104.95,1721,4,United Kingdom,531
14099,3104.17,2179,11,United Kingdom,532
16905,3102.43,1408,7,United Kingdom,533
15491,3100.09,1646,6,United Kingdom,534
14257,3099.7200000000003,1682,5,United Kingdom,535
14565,3099.12,1540,4,United Kingdom,536
13135,3096.0,4300,1,United Kingdom,537
17059,3095.04,1855,5,United Kingdom,538
13362,3090.7400000000002,1382,4,United Kingdom,539
15998,3089.97,2041,5,United Kingdom,540
16218,3084.68,2088,7,United Kingdom,541
18272,3078.58,2050,6,United Kingdom,542
12910,3075.04,1692,8,United Kingdom,543
13631,3070.42,467,11,United Kingdom,544
16686,3062.83,2030,7,United Kingdom,545
14456,3062.4,2908,9,United Kingdom,546
17799,3055.93,1758,10,United Kingdom,547
16940,3049.88,2169,3,United Kingdom,548
16393,3046.21,1576,13,United Kingdom,549
16709,3029.87,851,5,United Kingdom,550
12598,3023.08,1964,8,France,551
12395,3018.63,2118,12,Belgium,552
18094,3017.3,2518,7,United Kingdom,553
12754,3010.74,6481,3,Japan,554
12916,3006.15,1119,4,United Kingdom,555
15521,3000.2,1836,8,United Kingdom,556
17659,2999.46,1525,12,United Kingdom,557
17504,2997.0299999999997,1664,9,United Kingdom,558
12670,2996.05,1397,5,France,559
14307,2995.72,2058,6,United Kingdom,560
15687,2993.1,1310,9,United Kingdom,561
14639,2984.49,1431,6,United Kingdom,562
13451,2976.15,2149,5,United Kingdom,563
14032,2975.59,2032,11,United Kingdom,564
15854,2974.65,939,12,United Kingdom,565
16497,2965.69,1396,6,United Kingdom,566
17924,2962.5,1160,7,United Kingdom,567
14868,2953.59,1405,8,United Kingdom,568
17084,2949.75,1816,2,United Kingdom,569
17444,2940.04,2119,3,Canada,570
16316,2938.91,1484,8,United Kingdom,571
14530,2925.91,1410,6,United Kingdom,572
17512,2924.9900000000002,2753,10,United Kingdom,573
15606,2920.16,892,9,United Kingdom,574
12906,2919.81,1749,5,United Kingdom,575
14112,2915.15,1651,7,United Kingdom,576
12438,2906.85,1180,2,Norway,577
17644,2895.64,1793,11,United Kingdom,578
18144,2888.75,1343,12,United Kingdom,579
12408,2888.55,1409,5,Belgium,580
13735,2885.2400000000002,1130,4,United Kingdom,581
16633,2883.1,1138,6,United Kingdom,582
15673,2881.02,1514,4,United Kingdom,583
14251,2879.7000000000003,1674,5,United Kingdom,584
17728,2876.01,1469,3,United Kingdom,585
14005,2874.72,2478,5,United Kingdom,586
15628,2870.2400000000002,1894,9,United Kingdom,587
14711,2868.8,978,11,United Kingdom,588
13901,2867.2,1739,5,United Kingdom,589
14535,2864.19,1831,3,United Kingdom,590
12685,2863.08,1523,6,France,591
18145,2861.55,2625,4,United Kingdom,592
16928,2847.6,2114,17,United Kingdom,593
15984,2837.67,1843,10,United Kingdom,594
14852,2836.69,1747,6,United Kingdom,595
14572,2832.84,1428,7,United Kingdom,596
17596,2827.93,4400,7,United Kingdom,597
14842,2824.69,1166,4,United Kingdom,598
13174,2817.03,1395,3,United Kingdom,599
16871,2812.34,1253,6,United Kingdom,600
12356,2811.43,1591,3,Portugal,601
14903,2810.63,1536,5,United Kingdom,602
18230,2810.2000000000003,1316,7,United Kingdom,603
13230,2806.97,1665,14,United Kingdom,604
16081,2806.9,1477,5,United Kingdom,605
16764,2799.25,1259,13,United Kingdom,606
15993,2797.57,2051,7,United Kingdom,607
13769,2796.51,1163,10,United Kingdom,608
12578,2794.51,1196,2,Italy,609
12758,2791.59,2135,2,Portugal,610
17739,2791.35,861,7,United Kingdom,611
14626,2791.27,1403,4,United Kingdom,612
17213,2781.23,1176,7,United Kingdom,613
12388,2780.66,1462,6,Australia,614
14121,2780.15,2082,4,United Kingdom,615
17838,2779.3,1879,5,United Kingdom,616
13870,2770.94,1325,8,United Kingdom,617
15356,2766.5,1673,10,United Kingdom,618
15114,2760.56,3096,10,United Kingdom,619
14854,2759.83,1832,7,United Kingdom,620
13971,2758.26,1844,8,United Kingdom,621
15321,2748.31,1181,3,United Kingdom,622
12669,2744.0299999999997,1115,3,France,623
14808,2741.17,2147,8,United Kingdom,624
14125,2740.43,1640,3,United Kingdom,625
15696,2736.46,1028,8,United Kingdom,626
16938,2736.38,2540,4,United Kingdom,627
16003,2735.37,1185,5,United Kingdom,628
12840,2726.77,1511,4,United Kingdom,629
12380,2724.81,1127,4,Belgium,630
12708,2712.91,1307,10,Germany,631
15796,2711.56,861,8,United Kingdom,632
17069,2709.7000000000003,1506,9,United Kingdom,633
13285,2709.12,2051,4,United Kingdom,634
13654,2707.33,2182,6,United Kingdom,635
14107,2703.23,1793,7,United Kingdom,636
14732,2702.4900000000002,1405,8,United Kingdom,637
